request_id,request_type,priority,created_hour,created_day_of_week,created_at,completed_at,total_duration_hours,sla_hours,stage_created_duration,stage_assigned_duration,stage_verified_duration,stage_approved_duration,stage_processed_duration,handler_workload,final_stage,is_completed,is_delayed
REQ-SYN-0168,transcript,1,17,3,2026-02-12 17:17:00,2026-02-13 23:44:36,30.46,120,0.39,5.8,5.19,8.72,10.36,1,completed,1,0
REQ-SYN-0169,it_support,3,13,2,2025-10-15 13:42:00,2025-10-16 17:19:48,23.37,24,0.1,2.26,8.79,10.33,6.15,1,completed,1,0
REQ-SYN-0170,certificate,2,16,2,2025-11-19 16:43:00,2025-11-21 15:16:00,53.61,72,3.11,8.68,9.01,5.03,27.780734220167624,8,completed,1,0
REQ-SYN-0171,library,2,6,1,2025-12-02 06:45:00,2025-12-05 00:48:00,66.05,48,1.45,6.31,15.31,21.37,21.61,7,completed,1,1
REQ-SYN-0172,hostel,2,9,0,2025-09-22 09:40:00,2025-09-24 10:22:36,43.39,48,1.42,6.15,3.86,16.0,21.28,2,completed,1,0
REQ-SYN-0173,transcript,2,3,2,2025-09-03 03:25:00,2025-09-05 11:55:00,74.4,120,2.74,11.59,5.01,22.5,32.55525496973594,8,completed,1,0
REQ-SYN-0174,it_support,2,11,0,2025-11-03 11:47:00,2025-11-05 07:02:00,38.85,24,3.76,4.84,10.67,6.35,17.63,7,completed,1,1
REQ-SYN-0175,hostel,2,22,1,2025-12-16 22:00:00,2025-12-19 22:52:48,72.88,48,0.12,11.74,14.05,9.83,37.14,6,completed,1,1
REQ-SYN-0176,certificate,1,15,1,2025-09-23 15:35:00,2025-09-26 18:59:00,75.4,72,1.68,4.7,13.45,10.86,44.71,3,completed,1,1
REQ-SYN-0177,hostel,1,10,1,2025-09-30 10:33:00,2025-10-01 06:14:24,19.69,48,1.89,3.18,2.92,6.57,5.13,5,completed,1,0
REQ-SYN-0178,certificate,1,9,3,2025-10-09 09:45:00,2025-10-10 23:34:12,37.82,72,3.96,5.99,4.31,7.38,16.18,2,completed,1,0
REQ-SYN-0179,library,3,11,5,2025-08-23 11:39:00,2025-08-24 13:15:00,25.6,48,1.29,2.97,1.17,0.1,20.07,5,completed,1,0
REQ-SYN-0180,hostel,2,8,0,2025-11-24 08:12:00,2025-11-25 06:51:36,22.66,48,0.41,2.21,7.1,3.2,9.74,1,completed,1,0
REQ-SYN-0181,transcript,1,14,4,2026-02-13 14:17:00,2026-02-15 00:49:24,34.54,120,2.75,2.78,4.78,9.42,14.81,7,completed,1,0
REQ-SYN-0182,hostel,2,10,1,2025-10-28 10:46:00,2025-10-31 22:16:00,83.5,48,1.62,10.77,14.38,8.98,47.75,5,completed,1,1
REQ-SYN-0183,certificate,3,13,1,2025-12-09 13:47:00,2025-12-11 20:17:36,65.81,72,1.91,6.4,7.97,18.43,31.09987723635144,4,completed,1,0
REQ-SYN-0184,certificate,1,11,1,2025-10-07 11:49:00,2025-10-08 11:25:00,23.6,72,2.85,1.8,5.8,5.43,7.72,6,completed,1,0
REQ-SYN-0185,certificate,3,17,0,2026-02-02 17:58:00,2026-02-03 19:47:12,25.82,72,2.95,0.1,0.1,12.62,10.05,2,completed,1,0
REQ-SYN-0186,certificate,3,1,3,2025-09-04 01:26:00,2025-09-06 00:54:48,61.74,72,3.31,6.15,12.28,5.42,34.58177431790564,3,completed,1,0
REQ-SYN-0187,certificate,3,8,1,2026-01-20 08:16:00,2026-01-21 05:37:36,21.36,72,1.63,2.12,4.55,8.86,4.2,2,completed,1,0
REQ-SYN-0188,it_support,2,7,3,2026-01-08 07:45:00,2026-01-10 19:58:48,60.23,24,1.98,7.42,13.46,17.81,19.56,7,completed,1,1
REQ-SYN-0189,hostel,2,21,6,2025-10-26 21:14:00,2025-10-28 16:08:00,49.68,48,3.12,6.48,7.36,11.82,20.897328058323012,5,completed,1,1
REQ-SYN-0190,transcript,1,10,2,2025-08-20 10:11:00,2025-08-23 08:38:36,80.89,120,0.48,10.36,15.78,19.98,34.28522128219658,3,completed,1,0
REQ-SYN-0191,certificate,2,16,4,2026-01-09 16:35:00,2026-01-11 05:01:24,36.44,72,4.46,0.97,7.21,8.12,15.68,2,completed,1,0
REQ-SYN-0192,transcript,1,8,4,2025-12-26 08:44:00,2025-12-28 05:18:12,44.57,120,3.15,3.81,10.54,9.42,17.65,5,completed,1,0
REQ-SYN-0193,exam,2,10,0,2025-11-10 10:14:00,2025-11-11 21:27:12,35.22,96,3.59,4.97,7.24,9.11,10.31,5,completed,1,0
REQ-SYN-0194,library,3,11,4,2025-10-03 11:57:00,2025-10-05 01:21:00,37.4,48,1.96,3.55,7.04,9.04,15.81,6,completed,1,0
REQ-SYN-0195,transcript,1,14,4,2025-10-24 14:03:00,2025-10-26 13:42:36,55.25,120,2.92,12.16,9.65,10.27,20.25039271406738,9,completed,1,0
REQ-SYN-0196,hostel,1,21,6,2026-01-18 21:54:00,2026-01-21 12:39:36,62.76,48,1.4,14.43,10.18,23.55,13.2,6,completed,1,1
REQ-SYN-0197,exam,3,17,0,2025-09-01 17:39:00,2025-09-02 12:42:00,19.05,96,2.6,2.64,4.1,0.1,9.61,3,completed,1,0
REQ-SYN-0198,it_support,3,17,4,2025-11-14 17:22:00,2025-11-15 16:29:48,23.13,24,1.19,4.15,6.06,8.49,3.24,3,completed,1,0
REQ-SYN-0199,hostel,2,10,1,2025-11-04 10:59:00,2025-11-05 09:02:36,22.06,48,1.29,1.4,6.44,6.88,6.05,4,completed,1,0
REQ-SYN-0200,transcript,2,17,4,2025-12-05 17:27:00,2025-12-07 19:51:36,50.41,120,1.84,6.78,11.17,18.47,12.15,1,completed,1,0
REQ-SYN-0201,exam,1,15,6,2026-01-11 15:04:00,2026-01-12 18:41:12,27.62,96,2.49,2.22,8.24,7.2,7.47,6,completed,1,0
REQ-SYN-0202,library,2,8,4,2025-09-12 08:31:00,2025-09-13 12:24:24,27.89,48,0.77,5.17,4.9,3.05,14.0,4,completed,1,0
REQ-SYN-0203,library,1,13,4,2026-01-16 13:18:00,2026-01-18 08:58:48,43.68,48,0.82,3.58,12.79,7.47,19.02,4,completed,1,0
REQ-SYN-0204,transcript,1,9,1,2025-12-02 09:39:00,2025-12-05 05:04:48,81.02,120,1.96,10.73,4.54,22.76,41.03204167740019,3,completed,1,0
REQ-SYN-0205,transcript,2,1,4,2025-12-26 01:01:00,2025-12-27 07:38:48,30.63,120,2.15,5.05,3.28,5.03,15.12,4,completed,1,0
REQ-SYN-0206,hostel,3,11,1,2025-12-30 11:10:00,2026-01-01 05:14:12,42.07,48,0.1,6.03,4.27,11.7,19.97,6,completed,1,0
REQ-SYN-0207,certificate,2,9,0,2025-11-03 09:48:00,,34.33,72,1.52,9.7,5.56,11.57,5.98,1,assigned,0,0
REQ-SYN-0208,transcript,2,14,3,2025-09-25 14:33:00,2025-09-26 14:28:12,23.92,120,3.29,1.09,6.28,8.03,5.23,8,completed,1,0
REQ-SYN-0209,transcript,3,16,1,2025-11-11 16:29:00,2025-11-14 15:29:36,90.94,120,0.1,5.86,2.65,21.94,60.39372051816455,4,completed,1,0
REQ-SYN-0210,certificate,1,16,2,2025-08-20 16:57:00,2025-08-22 20:32:24,61.01,72,2.1,11.21,9.61,15.59,22.49570896606016,3,completed,1,0
REQ-SYN-0211,transcript,1,14,0,2025-11-17 14:15:00,2025-11-19 14:57:00,62.46,120,2.87,6.04,5.15,14.62,33.78317743827581,8,completed,1,0
REQ-SYN-0212,transcript,3,8,6,2025-12-14 08:05:00,2025-12-15 13:05:00,29.0,120,3.03,4.05,7.8,3.91,10.21,1,completed,1,0
REQ-SYN-0213,hostel,1,11,1,2025-12-09 11:43:00,2025-12-11 15:47:48,39.72,48,2.72,1.97,5.89,13.25,28.25,7,completed,1,0
REQ-SYN-0214,hostel,1,17,4,2025-10-24 17:07:00,2025-10-27 02:01:00,56.9,48,1.99,11.4,11.0,14.41,18.1,7,completed,1,1
REQ-SYN-0215,exam,1,21,4,2026-02-06 21:36:00,2026-02-07 23:41:24,26.09,96,0.17,4.16,7.46,7.77,6.53,1,completed,1,0
REQ-SYN-0216,transcript,2,16,2,2025-12-03 16:21:00,2025-12-06 07:40:48,71.26,120,0.98,10.49,8.46,21.71,29.61740315091272,7,completed,1,0
REQ-SYN-0217,exam,2,3,3,2025-10-02 03:37:00,2025-10-03 08:25:00,28.8,96,0.48,7.27,3.59,5.33,12.13,2,completed,1,0
REQ-SYN-0218,transcript,1,11,4,2026-02-13 11:30:00,2026-02-15 09:39:00,58.84,120,2.4,9.05,12.9,19.57,14.917878413290968,3,completed,1,0
REQ-SYN-0219,hostel,2,8,4,2026-01-02 08:41:00,2026-01-03 10:47:36,26.11,48,0.53,0.1,5.91,6.69,12.88,5,completed,1,0
REQ-SYN-0220,certificate,2,9,4,2025-11-14 09:35:00,2025-11-15 21:23:36,35.81,72,1.29,2.55,10.43,10.15,11.39,4,completed,1,0
REQ-SYN-0221,hostel,1,13,0,2025-09-01 13:00:00,2025-09-04 11:55:12,70.92,48,3.51,8.07,11.77,15.7,31.87,7,completed,1,1
REQ-SYN-0222,library,1,10,3,2025-12-25 10:21:00,,22.66,48,1.11,2.21,4.33,1.42,13.59,7,processed,0,0
REQ-SYN-0223,transcript,2,13,5,2025-10-18 13:19:00,2025-10-20 00:43:36,41.68,120,2.22,0.91,15.19,3.7,19.662159576810808,4,completed,1,0
REQ-SYN-0224,it_support,1,23,3,2025-09-25 23:37:00,2025-09-28 10:23:48,58.78,24,2.38,6.42,7.85,20.37,21.76,10,completed,1,1
REQ-SYN-0225,transcript,1,15,3,2025-08-21 15:41:00,2025-08-24 20:29:36,87.77,120,2.34,4.24,7.6,35.55,38.040452916189096,4,completed,1,0
REQ-SYN-0226,certificate,2,9,0,2025-12-08 09:32:00,2025-12-09 05:23:00,19.85,72,2.2,4.54,2.43,2.65,8.03,1,completed,1,0
REQ-SYN-0227,it_support,2,3,4,2025-12-05 03:48:00,2025-12-07 02:14:24,36.57,24,4.04,4.1,2.45,16.82,19.03,5,completed,1,1
REQ-SYN-0228,certificate,2,16,5,2025-09-13 16:46:00,2025-09-15 14:59:12,64.39,72,0.96,8.62,11.25,15.92,27.637198006100057,4,completed,1,0
REQ-SYN-0229,transcript,1,12,4,2025-08-22 12:59:00,2025-08-24 18:11:36,63.84,120,1.49,9.76,7.95,25.84,18.7991751197576,7,completed,1,0
REQ-SYN-0230,library,2,13,4,2025-11-28 13:38:00,2025-11-30 18:54:48,53.28,48,3.73,5.58,7.67,7.33,28.97,6,completed,1,1
REQ-SYN-0231,certificate,2,17,3,2026-01-01 17:55:00,2026-01-03 03:13:00,33.3,72,2.62,4.17,5.87,3.17,17.47,1,completed,1,0
REQ-SYN-0232,hostel,2,14,1,2025-12-30 14:07:00,2026-01-02 00:40:36,58.56,48,1.87,7.21,9.88,17.24,22.36,3,completed,1,1
REQ-SYN-0233,it_support,3,16,3,2025-12-18 16:59:00,2025-12-20 14:27:12,45.47,24,2.46,8.52,9.37,7.6,17.52,6,completed,1,1
REQ-SYN-0234,exam,1,13,4,2025-08-22 13:27:00,2025-08-25 03:21:00,78.01,96,1.94,7.77,8.47,17.2,42.6306646474648,4,completed,1,0
REQ-SYN-0235,transcript,2,8,3,2025-10-23 08:13:00,2025-10-25 06:59:12,46.77,120,0.91,5.13,11.58,9.09,20.06,2,completed,1,0
REQ-SYN-0236,transcript,1,19,4,2025-12-12 19:14:00,2025-12-16 13:08:00,95.12,120,2.41,11.02,4.32,26.12,51.24954692275351,5,completed,1,0
REQ-SYN-0237,exam,2,20,5,2025-10-18 20:07:00,2025-10-21 06:06:24,57.99,96,1.84,6.12,13.32,12.94,23.77,1,completed,1,0
REQ-SYN-0238,library,3,11,0,2025-08-25 11:11:00,2025-08-28 12:55:24,73.74,48,2.07,8.79,15.53,10.0,37.35,3,completed,1,1
REQ-SYN-0239,transcript,2,10,1,2025-08-26 10:02:00,2025-08-28 09:19:24,47.29,120,2.88,5.49,2.68,9.93,26.31,8,completed,1,0
REQ-SYN-0240,hostel,2,15,1,2025-09-02 15:36:00,2025-09-04 05:09:36,37.56,48,0.1,3.31,3.41,13.96,16.78,8,completed,1,0
REQ-SYN-0241,hostel,1,10,2,2025-09-24 10:46:00,2025-09-25 22:06:24,35.34,48,1.03,2.71,2.74,4.15,24.71,4,completed,1,0
REQ-SYN-0242,transcript,2,11,2,2025-12-31 11:52:00,,34.31,120,1.39,1.57,7.59,13.39,10.37,4,approved,0,0
REQ-SYN-0243,certificate,3,22,4,2025-12-26 22:03:00,,36.17,72,1.29,0.95,3.08,20.59,10.26,4,assigned,0,0
REQ-SYN-0244,library,2,11,0,2025-09-29 11:50:00,2025-09-30 20:59:00,33.15,48,2.88,5.89,8.75,12.78,2.85,7,completed,1,0
REQ-SYN-0245,hostel,2,4,2,2025-12-10 04:52:00,2025-12-11 06:33:24,25.69,48,2.17,3.1,10.06,7.8,2.56,4,completed,1,0
REQ-SYN-0246,hostel,2,10,4,2025-10-31 10:55:00,2025-11-02 10:23:12,47.47,48,3.1,8.87,9.07,13.78,12.65,5,completed,1,0
REQ-SYN-0247,transcript,3,11,4,2026-02-06 11:33:00,2026-02-09 00:15:36,70.96,120,2.33,9.08,16.71,21.74,21.09791101882196,6,completed,1,0
REQ-SYN-0248,hostel,2,14,2,2025-12-24 14:17:00,2025-12-25 05:44:36,15.46,48,0.1,1.27,3.77,1.44,8.88,7,completed,1,0
REQ-SYN-0249,certificate,1,8,3,2026-01-29 08:27:00,,21.78,72,2.78,3.27,6.05,4.96,4.72,3,verified,0,0
REQ-SYN-0250,hostel,2,14,0,2025-10-27 14:05:00,2025-10-28 20:54:48,30.83,48,0.75,3.23,5.03,9.55,12.27,8,completed,1,0
REQ-SYN-0251,transcript,1,10,2,2025-10-01 10:16:00,2025-10-04 14:11:48,85.21,120,1.88,6.73,13.46,26.51,36.63260115278405,6,completed,1,0
REQ-SYN-0252,library,3,11,4,2025-11-07 11:42:00,2025-11-10 14:53:24,75.19,48,1.16,12.73,10.62,20.11,30.57,9,completed,1,1
REQ-SYN-0253,transcript,2,15,0,2025-11-17 15:32:00,2025-11-20 08:42:48,83.01,120,0.84,10.23,17.11,16.97,37.862302350620666,6,completed,1,0
REQ-SYN-0254,it_support,2,15,5,2026-01-10 15:58:00,2026-01-13 04:35:12,60.62,24,2.97,8.51,13.43,18.01,17.7,6,completed,1,1
REQ-SYN-0255,certificate,2,14,2,2025-11-05 14:21:00,2025-11-06 16:39:36,26.31,72,2.81,0.1,1.72,5.96,15.72,6,completed,1,0
REQ-SYN-0256,library,1,16,0,2025-08-25 16:06:00,2025-08-27 09:09:36,41.06,48,2.58,6.24,12.0,3.88,16.36,2,completed,1,0
REQ-SYN-0257,certificate,3,2,3,2026-01-08 02:52:00,2026-01-10 22:35:12,85.4,72,2.13,1.8,15.0,16.52,49.95442352089891,6,completed,1,1
REQ-SYN-0258,transcript,2,13,0,2025-09-01 13:36:00,2025-09-04 14:31:12,88.31,120,2.62,2.42,16.36,16.46,50.4490002193506,5,completed,1,0
REQ-SYN-0259,transcript,1,15,2,2025-10-01 15:21:00,2025-10-03 03:58:48,36.63,120,2.15,7.88,5.65,11.97,8.98,8,completed,1,0
REQ-SYN-0260,transcript,1,14,3,2026-01-22 14:54:00,2026-01-24 00:38:24,33.74,120,1.04,0.46,4.63,15.4,12.21,6,completed,1,0
REQ-SYN-0261,certificate,3,11,3,2025-11-27 11:17:00,2025-11-29 07:57:48,44.68,72,3.17,4.19,1.46,15.19,20.67,5,completed,1,0
REQ-SYN-0262,hostel,1,12,3,2025-08-21 12:43:00,2025-08-24 01:19:00,60.6,48,1.62,11.55,11.81,9.92,25.7,9,completed,1,1
REQ-SYN-0263,certificate,2,23,0,2025-12-29 23:06:00,2025-12-31 14:49:12,39.72,72,0.56,5.66,7.37,13.36,12.77,3,completed,1,0
REQ-SYN-0264,it_support,3,10,0,2025-12-08 10:28:00,2025-12-09 16:22:00,26.11,24,2.15,4.21,2.75,10.85,9.94,6,completed,1,1
REQ-SYN-0265,hostel,2,17,6,2025-09-14 17:10:00,2025-09-16 12:28:00,53.89,48,4.27,0.81,2.79,20.57,25.447308144968506,2,completed,1,1
REQ-SYN-0266,hostel,1,9,1,2026-02-03 09:10:00,2026-02-04 07:01:36,21.86,48,3.04,0.28,2.21,8.45,7.88,5,completed,1,0
REQ-SYN-0267,certificate,1,2,6,2025-12-07 02:26:00,2025-12-10 01:33:48,77.61,72,1.24,10.53,19.98,14.85,31.012873711930233,7,completed,1,1
REQ-SYN-0268,transcript,2,11,6,2026-01-11 11:31:00,2026-01-14 13:24:24,87.51,120,3.11,7.99,17.27,21.89,37.252397847298894,3,completed,1,0
REQ-SYN-0269,certificate,2,11,3,2025-10-02 11:20:00,2025-10-03 07:49:24,20.49,72,1.47,3.52,0.33,6.67,8.5,7,completed,1,0
REQ-SYN-0270,it_support,2,4,3,2025-11-20 04:26:00,2025-11-22 14:52:24,58.44,24,1.42,8.38,19.97,15.36,13.31,7,completed,1,1
REQ-SYN-0271,certificate,1,17,1,2025-09-16 17:07:00,2025-09-17 20:55:36,27.81,72,1.53,1.93,1.87,9.5,12.98,5,completed,1,0
REQ-SYN-0272,certificate,1,16,0,2026-02-02 16:36:00,2026-02-03 19:08:24,26.54,72,2.44,3.85,3.84,7.5,8.91,3,completed,1,0
REQ-SYN-0273,certificate,2,13,2,2025-11-26 13:56:00,2025-11-28 05:45:48,39.83,72,1.07,3.45,6.9,8.01,20.4,1,completed,1,0
REQ-SYN-0274,certificate,2,2,4,2026-01-02 02:54:00,2026-01-03 13:20:24,34.44,72,1.68,5.1,3.72,13.29,10.65,2,completed,1,0
REQ-SYN-0275,transcript,1,2,0,2025-12-22 02:51:00,2025-12-23 03:07:12,24.27,120,2.13,0.1,5.22,6.01,10.81,2,completed,1,0
REQ-SYN-0276,certificate,1,9,1,2025-09-02 09:25:00,2025-09-04 09:28:36,56.84,72,1.75,3.66,6.78,14.53,30.11516510641126,8,completed,1,0
REQ-SYN-0277,hostel,2,13,0,2026-02-09 13:17:00,2026-02-11 00:47:36,35.51,48,1.9,5.34,7.11,12.0,9.16,2,completed,1,0
REQ-SYN-0278,hostel,2,10,1,2025-09-30 10:44:00,2025-10-02 21:21:48,58.63,48,0.82,2.19,9.76,12.05,33.81,8,completed,1,1
REQ-SYN-0279,hostel,2,15,5,2025-10-18 15:06:00,2025-10-20 09:52:48,48.04,48,1.89,5.73,6.94,0.1,33.38066809886214,4,completed,1,1
REQ-SYN-0280,transcript,2,10,1,2026-02-03 10:17:00,2026-02-05 18:14:00,74.51,120,0.75,9.7,8.48,26.04,29.53942444287669,4,completed,1,0
REQ-SYN-0281,transcript,2,9,1,2025-08-19 09:54:00,2025-08-21 00:50:24,38.94,120,2.48,6.82,3.34,9.92,16.38,4,completed,1,0
REQ-SYN-0282,exam,3,11,4,2025-09-19 11:27:00,2025-09-21 06:15:00,42.8,96,1.22,0.1,6.13,10.69,24.66,9,completed,1,0
REQ-SYN-0283,certificate,3,16,3,2025-10-09 16:51:00,2025-10-12 12:34:48,72.74,72,1.82,0.95,9.63,16.25,44.09064270175278,8,completed,1,1
REQ-SYN-0284,certificate,1,7,4,2026-01-30 07:37:00,2026-01-31 12:25:36,35.11,72,0.12,1.57,8.39,5.99,19.041359427474145,7,completed,1,0
REQ-SYN-0285,library,2,17,0,2025-08-18 17:15:00,2025-08-19 23:51:36,30.61,48,4.05,4.36,5.33,9.69,7.18,1,completed,1,0
REQ-SYN-0286,hostel,2,20,2,2025-08-27 20:14:00,2025-08-28 18:20:00,22.1,48,1.31,3.28,7.98,3.44,6.09,1,completed,1,0
REQ-SYN-0287,it_support,1,20,4,2026-02-06 20:23:00,2026-02-08 12:51:12,40.47,24,0.1,4.92,11.29,8.63,15.53,10,completed,1,1
REQ-SYN-0288,transcript,2,3,6,2025-11-02 03:32:00,,34.99,120,1.79,6.02,6.77,9.18,11.23,1,processed,0,0
REQ-SYN-0289,transcript,2,11,3,2025-11-06 11:02:00,2025-11-07 21:25:24,34.39,120,1.31,0.95,5.71,5.89,20.53,7,completed,1,0
REQ-SYN-0290,library,1,13,0,2025-12-22 13:45:00,,57.93,48,2.62,5.22,8.78,13.02,28.29,3,assigned,0,1
REQ-SYN-0291,transcript,2,9,2,2025-10-01 09:15:00,2025-10-02 18:24:36,33.16,120,1.53,4.69,9.63,8.68,8.63,1,completed,1,0
REQ-SYN-0292,library,2,17,2,2026-02-04 17:51:00,2026-02-07 03:55:12,58.07,48,2.1,6.96,6.93,11.31,30.77,4,completed,1,1
REQ-SYN-0293,exam,2,15,3,2025-10-02 15:30:00,2025-10-04 12:46:48,64.21,96,3.52,9.61,2.81,9.46,38.807732758244114,6,completed,1,0
REQ-SYN-0294,certificate,2,19,3,2025-09-18 19:41:00,2025-09-20 12:53:36,41.21,72,3.24,6.36,7.84,10.1,13.67,5,completed,1,0
REQ-SYN-0295,transcript,2,8,2,2025-10-15 08:17:00,2025-10-17 00:11:36,39.91,120,1.03,3.14,6.04,12.33,17.37,4,completed,1,0
REQ-SYN-0296,library,2,16,4,2025-12-19 16:36:00,2025-12-21 06:23:24,37.79,48,0.1,6.2,5.37,8.71,17.41,5,completed,1,0
REQ-SYN-0297,certificate,1,16,4,2026-01-30 16:50:00,2026-02-01 05:14:36,48.64,72,2.83,6.53,7.66,9.3,22.32175047555787,6,completed,1,0
REQ-SYN-0298,hostel,2,14,3,2025-09-04 14:19:00,2025-09-06 05:10:00,38.85,48,2.12,5.37,6.84,12.94,11.58,6,completed,1,0
REQ-SYN-0299,certificate,1,8,3,2025-11-13 08:34:00,2025-11-15 03:44:48,49.57,72,0.54,5.48,10.13,18.61,14.814844923610961,8,completed,1,0
REQ-SYN-0300,library,3,10,0,2025-10-13 10:24:00,2025-10-15 02:37:12,40.22,48,1.3,3.63,9.41,6.84,19.04,7,completed,1,0
REQ-SYN-0301,hostel,2,15,0,2025-09-01 15:47:00,2025-09-02 18:52:24,27.09,48,1.07,3.17,7.34,7.62,7.89,7,completed,1,0
REQ-SYN-0302,hostel,1,15,4,2025-09-12 15:07:00,2025-09-14 05:04:36,37.96,48,0.95,4.96,11.96,5.41,14.68,10,completed,1,0
REQ-SYN-0303,it_support,2,11,2,2026-02-04 11:45:00,2026-02-05 17:18:00,24.31,24,2.22,4.88,4.48,14.03,3.94,3,completed,1,1
REQ-SYN-0304,hostel,1,10,0,2025-10-06 10:51:00,2025-10-07 21:30:00,34.65,48,2.6,1.43,8.33,12.95,9.34,7,completed,1,0
REQ-SYN-0305,library,2,13,2,2025-10-22 13:03:00,2025-10-24 03:47:24,46.82,48,1.26,8.96,14.96,0.59,21.054074499707802,4,completed,1,0
REQ-SYN-0306,hostel,2,11,3,2026-01-22 11:48:00,,34.88,48,3.19,3.87,2.94,14.43,10.45,7,approved,0,0
REQ-SYN-0307,transcript,1,8,1,2025-12-30 08:47:00,2025-12-31 19:08:00,34.35,120,0.7,3.63,1.86,14.04,14.12,5,completed,1,0
REQ-SYN-0308,it_support,3,17,3,2025-10-16 17:52:00,2025-10-19 14:10:36,68.31,24,1.39,8.02,12.09,13.06,33.75,9,completed,1,1
REQ-SYN-0309,certificate,1,16,1,2025-12-02 16:42:00,2025-12-03 22:42:00,30.0,72,0.94,5.77,8.17,9.16,5.96,5,completed,1,0
REQ-SYN-0310,certificate,1,8,5,2026-01-10 08:06:00,2026-01-11 19:25:12,35.32,72,2.65,1.57,6.0,0.69,24.41,1,completed,1,0
REQ-SYN-0311,certificate,1,20,0,2025-11-24 20:30:00,2025-11-26 16:25:48,43.93,72,0.1,7.05,1.27,6.39,29.12,2,completed,1,0
REQ-SYN-0312,transcript,2,8,1,2025-11-04 08:19:00,2025-11-07 11:24:24,80.69,120,2.37,4.1,12.42,29.55,32.24620937909222,7,completed,1,0
REQ-SYN-0313,certificate,2,19,1,2026-01-06 19:50:00,2026-01-08 06:18:48,34.48,72,2.19,4.51,7.84,10.41,9.53,4,completed,1,0
REQ-SYN-0314,hostel,2,10,1,2025-12-30 10:28:00,2026-01-01 03:21:24,40.89,48,2.88,2.92,8.12,8.83,18.14,5,completed,1,0
REQ-SYN-0315,it_support,2,17,4,2025-08-22 17:38:00,2025-08-24 05:10:24,29.58,24,2.31,5.59,6.35,3.89,17.4,3,completed,1,1
REQ-SYN-0316,hostel,2,12,3,2025-12-18 12:28:00,,21.16,48,4.03,2.83,7.0,5.38,1.92,4,approved,0,0
REQ-SYN-0317,certificate,1,15,1,2025-08-19 15:07:00,2025-08-21 08:59:12,41.87,72,1.71,4.23,7.97,4.78,23.18,6,completed,1,0
REQ-SYN-0318,certificate,1,16,1,2025-12-09 16:54:00,2025-12-10 13:01:12,20.12,72,2.4,1.86,2.85,9.09,3.92,3,completed,1,0
REQ-SYN-0319,library,1,1,4,2026-01-23 01:08:00,2026-01-24 11:18:48,34.18,48,0.87,6.43,0.1,13.48,13.3,4,completed,1,0
REQ-SYN-0320,transcript,1,8,1,2025-12-09 08:21:00,2025-12-10 23:13:12,38.87,120,2.15,5.22,6.46,7.05,17.99,2,completed,1,0
REQ-SYN-0321,hostel,3,16,1,2025-08-12 16:07:00,2025-08-14 03:11:48,35.08,48,4.11,3.18,7.33,7.57,12.89,1,completed,1,0
REQ-SYN-0322,library,2,9,0,2025-11-24 09:57:00,2025-11-25 11:16:12,25.32,48,1.86,6.19,5.1,7.66,4.51,4,completed,1,0
REQ-SYN-0323,certificate,2,8,0,2025-11-24 08:21:00,2025-11-26 09:58:48,55.76,72,2.29,7.76,16.05,7.45,22.21431777051499,9,completed,1,0
REQ-SYN-0324,exam,2,14,4,2025-11-14 14:52:00,2025-11-15 14:15:24,23.39,96,0.31,4.54,2.94,1.02,14.58,5,completed,1,0
REQ-SYN-0325,library,3,14,0,2025-09-15 14:40:00,2025-09-18 00:34:00,57.9,48,1.97,6.23,14.81,17.22,17.67,6,completed,1,1
REQ-SYN-0326,certificate,2,3,1,2026-01-06 03:25:00,2026-01-07 20:59:12,41.57,72,2.97,0.69,5.86,9.39,22.66,4,completed,1,0
REQ-SYN-0327,exam,2,10,5,2025-11-15 10:10:00,2025-11-16 17:11:48,31.03,96,3.06,5.21,0.66,10.95,11.15,7,completed,1,0
REQ-SYN-0328,transcript,3,19,6,2025-09-07 19:05:00,2025-09-09 03:17:00,32.2,120,1.28,5.69,6.98,0.1,18.15,1,completed,1,0
REQ-SYN-0329,transcript,1,14,4,2026-01-23 14:14:00,2026-01-24 16:25:24,26.19,120,1.26,6.27,6.45,11.57,0.64,5,completed,1,0
REQ-SYN-0330,transcript,1,15,1,2025-10-07 15:48:00,2025-10-08 22:03:36,30.26,120,2.38,3.4,8.97,10.24,5.27,9,completed,1,0
REQ-SYN-0331,hostel,2,13,1,2025-11-04 13:50:00,2025-11-06 09:21:48,43.53,48,2.61,5.68,10.26,2.76,22.22,4,completed,1,0
REQ-SYN-0332,certificate,2,8,4,2026-01-02 08:43:00,2026-01-04 17:57:24,62.88,72,3.35,8.23,0.33,12.57,38.40050828396944,8,completed,1,0
REQ-SYN-0333,certificate,2,12,0,2025-10-06 12:56:00,2025-10-08 21:35:00,75.83,72,1.17,8.67,13.81,13.9,38.27732066794313,5,completed,1,1
REQ-SYN-0334,transcript,2,11,0,2025-08-25 11:10:00,2025-08-28 05:23:48,82.64,120,3.13,4.86,16.84,24.93,32.88309925383246,5,completed,1,0
REQ-SYN-0335,it_support,2,3,4,2026-02-13 03:11:00,2026-02-14 02:30:12,23.32,24,3.79,3.62,9.66,5.46,0.79,2,completed,1,0
REQ-SYN-0336,certificate,1,14,4,2026-01-02 14:10:00,2026-01-04 08:20:12,60.77,72,2.33,6.46,8.1,9.2,34.68005070297394,4,completed,1,0
